Date,Timestamp,Symbol,Expiry,Strikes (Low/High),Buy Low CE (Ask),Sell High CE (Bid),Buy High PE (Ask),Sell Low PE (Bid),Net Exec Cost,Theoretical Value,IRR Tier Achieved,Target Mismatch (For Tier),Profit Per Share,Total Paper Profit
19-03-2026,14:09:36,PNB,30-03-2026,105.0/122.0,5.67,0.13,12.6,1.38,16.76,1700%,8%,0.22,0.24,"1,920.00"
19-03-2026,14:09:36,PNB,30-03-2026,105.0/124.0,5.67,0.08,14.56,1.38,18.77,1900%,8%,0.22,0.23,"1,840.00"
19-03-2026,14:09:36,PNB,30-03-2026,105.0/122.0,5.67,0.13,12.6,1.38,16.76,1700%,8%,0.22,0.24,"1,920.00"
19-03-2026,14:09:36,PNB,30-03-2026,105.0/124.0,5.67,0.08,14.56,1.38,18.77,1900%,8%,0.22,0.23,"1,840.00"
19-03-2026,14:09:36,PNB,30-03-2026,105.0/122.0,5.67,0.13,12.6,1.38,16.76,1700%,8%,0.22,0.24,"1,920.00"
19-03-2026,14:09:36,PNB,30-03-2026,105.0/124.0,5.67,0.08,14.56,1.38,18.77,1900%,8%,0.22,0.23,"1,840.00"
19-03-2026,14:09:36,PNB,30-03-2026,105.0/122.0,5.67,0.13,12.6,1.38,16.76,1700%,8%,0.22,0.24,"1,920.00"
19-03-2026,14:09:36,PNB,30-03-2026,105.0/124.0,5.67,0.08,14.56,1.38,18.77,1900%,8%,0.22,0.23,"1,840.00"
19-03-2026,14:09:36,PNB,30-03-2026,105.0/122.0,5.67,0.13,12.6,1.38,16.76,1700%,8%,0.22,0.24,"1,920.00"
19-03-2026,14:09:36,PNB,30-03-2026,105.0/124.0,5.67,0.08,14.56,1.38,18.77,1900%,8%,0.22,0.23,"1,840.00"
19-03-2026,14:09:36,PNB,30-03-2026,105.0/122.0,5.67,0.13,12.6,1.38,16.76,1700%,8%,0.22,0.24,"1,920.00"
19-03-2026,14:09:36,PNB,30-03-2026,105.0/124.0,5.67,0.08,14.56,1.38,18.77,1900%,8%,0.22,0.23,"1,840.00"
19-03-2026,14:09:36,PNB,30-03-2026,105.0/122.0,5.67,0.13,12.6,1.38,16.76,1700%,8%,0.22,0.24,"1,920.00"
19-03-2026,14:09:36,PNB,30-03-2026,105.0/124.0,5.67,0.08,14.56,1.38,18.77,1900%,8%,0.22,0.23,"1,840.00"
19-03-2026,14:09:36,PNB,30-03-2026,105.0/122.0,5.67,0.13,12.6,1.38,16.76,1700%,8%,0.22,0.24,"1,920.00"
19-03-2026,14:09:36,PNB,30-03-2026,105.0/124.0,5.67,0.08,14.56,1.38,18.77,1900%,8%,0.22,0.23,"1,840.00"
19-03-2026,14:09:36,PNB,30-03-2026,105.0/122.0,5.67,0.13,12.6,1.38,16.76,1700%,8%,0.22,0.24,"1,920.00"
19-03-2026,14:09:36,PNB,30-03-2026,105.0/124.0,5.67,0.08,14.56,1.38,18.77,1900%,8%,0.22,0.23,"1,840.00"
19-03-2026,14:09:36,PNB,30-03-2026,105.0/122.0,5.67,0.13,12.6,1.38,16.76,1700%,8%,0.22,0.24,"1,920.00"
19-03-2026,14:09:36,PNB,30-03-2026,105.0/124.0,5.67,0.08,14.56,1.38,18.77,1900%,8%,0.22,0.23,"1,840.00"
19-03-2026,14:09:36,PNB,30-03-2026,105.0/122.0,5.67,0.13,12.6,1.38,16.76,1700%,8%,0.22,0.24,"1,920.00"
19-03-2026,14:09:36,PNB,30-03-2026,105.0/124.0,5.67,0.08,14.56,1.38,18.77,1900%,8%,0.22,0.23,"1,840.00"
19-03-2026,14:09:36,PNB,30-03-2026,105.0/122.0,5.67,0.13,12.6,1.38,16.76,1700%,8%,0.22,0.24,"1,920.00"
19-03-2026,14:09:36,PNB,30-03-2026,105.0/124.0,5.67,0.08,14.56,1.38,18.77,1900%,8%,0.22,0.23,"1,840.00"
19-03-2026,14:09:36,PNB,30-03-2026,105.0/122.0,5.67,0.13,12.6,1.38,16.76,1700%,8%,0.22,0.24,"1,920.00"
19-03-2026,14:09:36,PNB,30-03-2026,105.0/124.0,5.67,0.08,14.56,1.38,18.77,1900%,8%,0.22,0.23,"1,840.00"
19-03-2026,14:09:36,PNB,30-03-2026,105.0/122.0,5.67,0.13,12.6,1.38,16.76,1700%,8%,0.22,0.24,"1,920.00"
19-03-2026,14:09:36,PNB,30-03-2026,105.0/124.0,5.67,0.08,14.56,1.38,18.77,1900%,8%,0.22,0.23,"1,840.00"
19-03-2026,14:09:36,PNB,30-03-2026,105.0/122.0,5.67,0.13,12.6,1.38,16.76,1700%,8%,0.22,0.24,"1,920.00"
19-03-2026,14:09:36,PNB,30-03-2026,105.0/124.0,5.67,0.08,14.56,1.38,18.77,1900%,8%,0.22,0.23,"1,840.00"
19-03-2026,14:09:36,PNB,30-03-2026,105.0/122.0,5.67,0.13,12.6,1.38,16.76,1700%,8%,0.22,0.24,"1,920.00"
19-03-2026,14:09:36,PNB,30-03-2026,105.0/124.0,5.67,0.08,14.56,1.38,18.77,1900%,8%,0.22,0.23,"1,840.00"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/9.0,0.98,0.32,0.39,0.08,0.97,100%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/11.0,0.98,0.03,2.11,0.08,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/13.0,0.98,0.01,4.08,0.08,4.97,500%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,10.0/13.0,0.09,0.01,4.08,1.18,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/9.0,0.98,0.32,0.39,0.08,0.97,100%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/11.0,0.98,0.03,2.11,0.08,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/13.0,0.98,0.01,4.08,0.08,4.97,500%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,10.0/13.0,0.09,0.01,4.08,1.18,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/9.0,0.98,0.32,0.39,0.08,0.97,100%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/11.0,0.98,0.03,2.11,0.08,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/13.0,0.98,0.01,4.08,0.08,4.97,500%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,10.0/13.0,0.09,0.01,4.08,1.18,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/9.0,0.98,0.32,0.39,0.08,0.97,100%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/11.0,0.98,0.03,2.11,0.08,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/13.0,0.98,0.01,4.08,0.08,4.97,500%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,10.0/13.0,0.09,0.01,4.08,1.18,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/9.0,0.98,0.32,0.39,0.08,0.97,100%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/11.0,0.98,0.03,2.11,0.08,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/13.0,0.98,0.01,4.08,0.08,4.97,500%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,10.0/13.0,0.09,0.01,4.08,1.18,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/9.0,0.98,0.32,0.39,0.08,0.97,100%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/11.0,0.98,0.03,2.11,0.08,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/13.0,0.98,0.01,4.08,0.08,4.97,500%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,10.0/13.0,0.09,0.01,4.08,1.18,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/9.0,0.98,0.32,0.39,0.08,0.97,100%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/11.0,0.98,0.03,2.11,0.08,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/13.0,0.98,0.01,4.08,0.08,4.97,500%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,10.0/13.0,0.09,0.01,4.08,1.18,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/9.0,0.98,0.32,0.39,0.08,0.97,100%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/11.0,0.98,0.03,2.11,0.08,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/13.0,0.98,0.01,4.08,0.08,4.97,500%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,10.0/13.0,0.09,0.01,4.08,1.18,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/9.0,0.98,0.32,0.39,0.08,0.97,100%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/11.0,0.98,0.03,2.11,0.08,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/13.0,0.98,0.01,4.08,0.08,4.97,500%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,10.0/13.0,0.09,0.01,4.08,1.18,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/9.0,0.98,0.32,0.39,0.08,0.97,100%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/11.0,0.98,0.03,2.11,0.08,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/13.0,0.98,0.01,4.08,0.08,4.97,500%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,10.0/13.0,0.09,0.01,4.08,1.18,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/9.0,0.98,0.32,0.39,0.08,0.97,100%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/11.0,0.98,0.03,2.11,0.08,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/13.0,0.98,0.01,4.08,0.08,4.97,500%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,10.0/13.0,0.09,0.01,4.08,1.18,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/9.0,0.98,0.32,0.39,0.08,0.97,100%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/11.0,0.98,0.03,2.11,0.08,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/13.0,0.98,0.01,4.08,0.08,4.97,500%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,10.0/13.0,0.09,0.01,4.08,1.18,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/9.0,0.98,0.32,0.39,0.08,0.97,100%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/11.0,0.98,0.03,2.11,0.08,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/13.0,0.98,0.01,4.08,0.08,4.97,500%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,10.0/13.0,0.09,0.01,4.08,1.18,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/9.0,0.98,0.32,0.39,0.08,0.97,100%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/11.0,0.98,0.03,2.11,0.08,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/13.0,0.98,0.01,4.08,0.08,4.97,500%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,10.0/13.0,0.09,0.01,4.08,1.18,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/9.0,0.98,0.32,0.39,0.08,0.97,100%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/11.0,0.98,0.03,2.11,0.08,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/13.0,0.98,0.01,4.08,0.08,4.97,500%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,10.0/13.0,0.09,0.01,4.08,1.18,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/9.0,0.98,0.32,0.39,0.08,0.97,100%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/11.0,0.98,0.03,2.11,0.08,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/13.0,0.98,0.01,4.08,0.08,4.97,500%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,10.0/13.0,0.09,0.01,4.08,1.18,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/9.0,0.98,0.32,0.39,0.08,0.97,100%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/11.0,0.98,0.03,2.11,0.08,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/13.0,0.98,0.01,4.08,0.08,4.97,500%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,10.0/13.0,0.09,0.01,4.08,1.18,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/9.0,0.98,0.32,0.39,0.08,0.97,100%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/11.0,0.98,0.03,2.11,0.08,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/13.0,0.98,0.01,4.08,0.08,4.97,500%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,10.0/13.0,0.09,0.01,4.08,1.18,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/9.0,0.98,0.32,0.39,0.08,0.97,100%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/11.0,0.98,0.03,2.11,0.08,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/13.0,0.98,0.01,4.08,0.08,4.97,500%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,10.0/13.0,0.09,0.01,4.08,1.18,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/9.0,0.98,0.32,0.39,0.08,0.97,100%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/11.0,0.98,0.03,2.11,0.08,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/13.0,0.98,0.01,4.08,0.08,4.97,500%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,10.0/13.0,0.09,0.01,4.08,1.18,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/9.0,0.98,0.32,0.39,0.08,0.97,100%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/11.0,0.98,0.03,2.11,0.08,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/13.0,0.98,0.01,4.08,0.08,4.97,500%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,10.0/13.0,0.09,0.01,4.08,1.18,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/9.0,0.98,0.32,0.39,0.08,0.97,100%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/11.0,0.98,0.03,2.11,0.08,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/13.0,0.98,0.01,4.08,0.08,4.97,500%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,10.0/13.0,0.09,0.01,4.08,1.18,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/9.0,0.98,0.32,0.39,0.08,0.97,100%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/11.0,0.98,0.03,2.11,0.08,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/13.0,0.98,0.01,4.08,0.08,4.97,500%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,10.0/13.0,0.09,0.01,4.08,1.18,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/9.0,0.98,0.32,0.39,0.08,0.97,100%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/11.0,0.98,0.03,2.11,0.08,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/13.0,0.98,0.01,4.08,0.08,4.97,500%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,10.0/13.0,0.09,0.01,4.08,1.18,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/9.0,0.98,0.32,0.39,0.08,0.97,100%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/11.0,0.98,0.03,2.11,0.08,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/13.0,0.98,0.01,4.08,0.08,4.97,500%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,10.0/13.0,0.09,0.01,4.08,1.18,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/9.0,0.98,0.32,0.39,0.08,0.97,100%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/11.0,0.98,0.03,2.11,0.08,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/13.0,0.98,0.01,4.08,0.08,4.97,500%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,10.0/13.0,0.09,0.01,4.08,1.18,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/9.0,0.98,0.32,0.39,0.08,0.97,100%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/11.0,0.98,0.03,2.11,0.08,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/13.0,0.98,0.01,4.08,0.08,4.97,500%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,10.0/13.0,0.09,0.01,4.08,1.18,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/9.0,0.98,0.32,0.39,0.08,0.97,100%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/11.0,0.98,0.03,2.11,0.08,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/13.0,0.98,0.01,4.08,0.08,4.97,500%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,10.0/13.0,0.09,0.01,4.08,1.18,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/9.0,0.98,0.32,0.39,0.08,0.97,100%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/11.0,0.98,0.03,2.11,0.08,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/13.0,0.98,0.01,4.08,0.08,4.97,500%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,10.0/13.0,0.09,0.01,4.08,1.18,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/9.0,0.98,0.32,0.39,0.08,0.97,100%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/11.0,0.98,0.03,2.11,0.08,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/13.0,0.98,0.01,4.08,0.08,4.97,500%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,10.0/13.0,0.09,0.01,4.08,1.18,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/9.0,0.98,0.32,0.39,0.08,0.97,100%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/11.0,0.98,0.03,2.11,0.08,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/13.0,0.98,0.01,4.08,0.08,4.97,500%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,10.0/13.0,0.09,0.01,4.08,1.18,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/9.0,0.98,0.32,0.39,0.08,0.97,100%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/11.0,0.98,0.03,2.11,0.08,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/13.0,0.98,0.01,4.08,0.08,4.97,500%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,10.0/13.0,0.09,0.01,4.08,1.18,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/9.0,0.98,0.32,0.39,0.08,0.97,100%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/11.0,0.98,0.03,2.11,0.08,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/13.0,0.98,0.01,4.08,0.08,4.97,500%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,10.0/13.0,0.09,0.01,4.08,1.18,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/9.0,0.98,0.32,0.39,0.08,0.97,100%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/11.0,0.98,0.03,2.11,0.08,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/13.0,0.98,0.01,4.08,0.08,4.97,500%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,10.0/13.0,0.09,0.01,4.08,1.18,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/9.0,0.98,0.32,0.39,0.08,0.97,100%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/11.0,0.98,0.03,2.11,0.08,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/13.0,0.98,0.01,4.08,0.08,4.97,500%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,10.0/13.0,0.09,0.01,4.08,1.18,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/9.0,0.98,0.32,0.39,0.08,0.97,100%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/11.0,0.98,0.03,2.11,0.08,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/13.0,0.98,0.01,4.08,0.08,4.97,500%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,10.0/13.0,0.09,0.01,4.08,1.18,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/9.0,0.98,0.32,0.39,0.08,0.97,100%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/11.0,0.98,0.03,2.11,0.08,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/13.0,0.98,0.01,4.08,0.08,4.97,500%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,10.0/13.0,0.09,0.01,4.08,1.18,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/9.0,0.98,0.32,0.39,0.08,0.97,100%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/11.0,0.98,0.03,2.11,0.08,2.98,300%,8%,0.02,0.02,"1,429.50"
19-03-2026,14:52:48,IDEA,30-03-2026,8.0/13.0,0.98,0.01,4.08,0.08,4.97,500%,12%,0.03,0.03,"2,144.25"
19-03-2026,14:52:48,IDEA,30-03-2026,10.0/13.0,0.09,0.01,4.08,1.18,2.98,300%,8%,0.02,0.02,"1,429.50"
